Date,Open,High,Low,Close,Volume
2019-01-02,1792.711758332889,1798.0060615944176,1791.2220225080425,1797.1596040833206,199267
2019-01-03,1792.3296118059122,1798.8155456996712,1773.310970102125,1779.6454008776036,148225
2019-01-04,1776.988032266095,1804.4796623557727,1776.188443260037,1803.5891783851139,241905
2019-01-07,1803.491598997498,1816.5421217772964,1800.0050137875155,1810.9214069309369,245512
2019-01-08,1805.2156193277135,1839.1002562667557,1797.7517074170999,1835.159359337794,145993
2019-01-09,1833.9627687498005,1846.1988573902925,1833.5552808070286,1845.7035784684492,226866
2019-01-10,1850.8032224507167,1878.3335226896295,1844.0375516843255,1863.8889586362257,204670
2019-01-11,1863.9766495044214,1864.0973456747497,1860.7313458475153,1860.8117267317023,146479
2019-01-14,1855.8683637183674,1871.4400532871223,1855.5566781501605,1870.7613024286181,193908
2019-01-15,1871.4008210268291,1912.0952501923202,1870.473075374699,1906.9944295975495,141578
2019-01-16,1904.392000623587,1909.0460161488134,1888.6770987062084,1891.1635092560366,220948
2019-01-17,1886.4539270896469,1913.634939044067,1876.5721129925637,1906.9154752478073,218705
2019-01-18,1911.5118630336347,1933.2051404790043,1910.447957746189,1930.5350371340733,241625
2019-01-21,1931.6029200100415,1937.098228644223,1930.2886117733647,1936.519333132609,94317
2019-01-22,1944.5498441744753,1958.8924554628784,1933.6156134001253,1946.5970093259784,201358
2019-01-23,1942.4297971058718,1970.8925697291447,1938.0531896440177,1963.4917041153367,100180
2019-01-24,1972.3073030535427,1974.9608299932343,1949.8169136136328,1954.0203172603074,220823
2019-01-25,1956.3997277021072,1967.4713783617283,1951.164606091441,1959.2363864750105,177083
2019-01-28,1959.8702616361375,1967.3658439798392,1942.1217458681674,1948.5954837345514,162645
2019-01-29,1946.7462411328686,1947.716510441975,1941.5482757145771,1941.8939118208364,176619
2019-01-30,1939.5532850427983,1940.2331804249275,1936.4367588482028,1936.7408125528812,236088
2019-01-31,1936.7622660980398,1945.462514933574,1929.1092552094613,1935.6092270123129,176788
2019-02-01,1937.9357954434156,1939.6135781858904,1935.9170140124602,1936.7704039310154,240923
2019-02-04,1936.4098587517049,1941.0124915122115,1936.0433017628707,1940.3591090830184,210074
2019-02-05,1944.9774033263643,1945.3873493102985,1928.1964243974828,1928.6413772533767,246055
2019-02-06,1928.9838031806914,1946.0376995697088,1927.4439484949091,1945.2825586251954,229822
2019-02-07,1942.5197608116857,1958.744313766311,1938.5044393282908,1954.8263931301103,92025
2019-02-08,1957.193098384096,1964.7545697146027,1952.7604949888519,1960.6421014974565,147986
2019-02-11,1957.3836030897435,1960.1133303755075,1955.59932671973,1957.769130342088,144059
2019-02-12,1956.7480012181836,1957.1579605347247,1956.7164604702102,1957.0556670632855,135393
2019-02-13,1955.386128399116,1965.583406015965,1952.054859193722,1961.5248588760928,171056
2019-02-14,1958.460027356189,1968.1779044102705,1955.6242274804986,1964.833088135335,224438
2019-02-15,1964.3182542108557,1964.4400038237677,1951.206924378506,1951.3082583014846,108281
2019-02-18,1954.356247632078,1958.2417707010372,1952.8072371193475,1957.2361709430002,121615
2019-02-19,1956.9131486030738,1982.2721938109025,1955.368695263003,1980.6325618029616,132370
2019-02-20,1978.0184410449847,1978.4771021254128,1962.7437225950378,1963.2477858506145,228768
2019-02-21,1965.7017407433202,1974.1457893688537,1961.7780817124456,1971.561257977411,96487
2019-02-22,1970.5411342207467,1974.8972174423084,1969.3382520206574,1974.6467275621992,200200
2019-02-25,1974.8141432606676,1976.820051594218,1971.4753578683158,1973.5950278008263,112123
2019-02-26,1971.0389685780285,1987.6066065546675,1968.3543697699056,1985.5733522048467,223932
2019-02-27,1985.7152362515897,1987.2062962275177,1972.6066452074833,1975.3436195515233,235863
2019-02-28,1973.7885115719948,1977.029716114979,1973.3483980412962,1976.7686631443771,188310
2019-03-01,1977.992319362981,1993.5699437356402,1972.8455610923718,1989.6871071055225,191383
2019-03-04,1988.992967473847,1989.7688173392805,1987.3757754076166,1988.080247379136,98048
2019-03-05,1989.0885154741948,1989.1745322391305,1984.6001872486697,1984.6292313094962,220085
2019-03-06,1986.1853970802877,1987.0267361033648,1984.747588837916,1985.7693152669146,201508
2019-03-07,1983.7431348914204,1986.8683825195712,1978.2029199873166,1982.1428608637584,90094
2019-03-08,1984.1173064777645,1997.167533597378,1980.9528056030285,1996.3687011755594,164352
2019-03-11,1998.1634690303765,2000.376178434261,1986.2454284126527,1987.8368325891304,161038
2019-03-12,1994.4054912435843,1995.742021198001,1994.2630738940227,1995.3311133730413,111234
2019-03-13,1990.6464587280632,1994.3604474461229,1975.271994383106,1981.4628241028054,249185
2019-03-14,1987.8891034984244,2004.2503535887233,1972.8125489901188,1989.4487584721549,97355
2019-03-15,1991.3626938517048,1991.8366291381708,1987.9286896497888,1988.3483874510514,191756
2019-03-18,1993.2701255074526,1995.2221931946694,1958.8475938335357,1960.9762894932992,124700
2019-03-19,1963.9018171551634,1966.7081993827137,1959.5410008142198,1960.911827753638,220503
2019-03-20,1962.5446261200873,1962.727706508717,1948.9858801254943,1949.2618107762296,101318
2019-03-21,1945.6941286295973,1946.3022037447295,1943.49096400762,1944.0752714122325,140327
2019-03-22,1944.146549697129,1963.7070791596766,1940.3673921697114,1961.8726520176044,103062
2019-03-25,1966.5032319088846,1970.7164559311268,1944.5545452344818,1947.9311583474866,125618
2019-03-26,1947.881758756206,1955.5689352773584,1929.4669057978074,1932.9632797181457,223403
2019-03-27,1928.371855450484,1954.6481589153473,1924.010326389241,1951.9892475496054,217788
2019-03-28,1944.9651505416477,1953.852584884765,1944.1572174942205,1953.5665216040263,241604
2019-03-29,1955.3213759905086,1975.4143106003294,1951.5937100673307,1973.660203311312,120373
2019-04-01,1978.1624108330038,1984.3800666570821,1974.5563571582347,1977.9730760075531,249115
2019-04-02,1976.8473552864596,1980.036851568716,1958.3804298684745,1967.4729969372804,217183
2019-04-03,1970.059758464907,1972.2972368304033,1962.845598013063,1966.7366981999478,175098
2019-04-04,1967.558807281301,1980.4067403477397,1967.233912998961,1980.135478145013,169149
2019-04-05,1985.1986508770976,1992.8005918429562,1984.2623302339316,1991.4939660183002,176223
2019-04-08,1997.1108653203282,1998.0173592416622,1990.8090222768087,1991.5086085639712,209931
2019-04-09,1993.6400234227542,1993.698086633362,1991.9725799225055,1992.0921877038886,90125
2019-04-10,1994.25869974287,1996.9258920190987,1987.6747240816999,1990.8626274070546,237481
2019-04-11,1994.391044337866,1997.2443462319893,1982.6534464102385,1984.0787642137304,100152
2019-04-12,1982.4405104273385,2006.3372684908522,1979.9618662750786,2001.9552974077262,100466
2019-04-15,2002.6536682535982,2007.5421653392536,1997.292186858291,2002.020034233063,210970
2019-04-16,2005.688262120262,2006.1937529691234,1991.8486972252429,1992.2427219834008,161263
2019-04-17,1986.286849797354,1990.9979715211762,1983.5656391079096,1987.4039913115603,177052
2019-04-18,1987.7129784802353,1998.676666350769,1985.2955603233315,1995.3737065366954,148759
2019-04-19,1992.4036627522592,2007.4276745598613,1987.6538218167557,2002.1822351464602,176336
2019-04-22,2000.9072923579668,2004.0310587536478,1997.6548162879692,2000.7866136054197,202507
2019-04-23,2000.734043105181,2000.9191384714265,1993.9558489287015,1994.187506471932,208061
2019-04-24,1993.900556020613,1994.72430248842,1993.1923428034486,1994.4699268310364,203161
2019-04-25,1992.9509448706815,1993.3456555108135,1975.2491979419829,1975.7414946846395,218249
2019-04-26,1975.2072041226227,1976.2460023393464,1958.0504385664915,1961.7925517885717,210073
2019-04-29,1961.626387558806,1972.7067372459649,1955.918467473775,1970.6368729235753,200737
2019-04-30,1971.2535694740318,1974.6970641536925,1964.07008153057,1965.3809214439234,212782
2019-05-01,1967.020499328988,1980.1399190821046,1965.1632658535007,1969.3956556863793,81839
2019-05-02,1969.1080998816835,1986.0942364862221,1967.1450354880856,1980.8138943547349,234719
2019-05-03,1986.8402257568823,1989.2066569457957,1985.5280662414486,1986.9293813525085,172463
2019-05-06,1984.1527463279788,1987.4393113117137,1983.7342911140347,1987.114462177941,160962
2019-05-07,1984.424295388571,2009.3666563984427,1984.1630104560595,2009.0924817820328,222037
2019-05-08,2005.1438991070524,2017.9149283100794,2004.1394343858044,2016.6065610850885,136030
2019-05-09,2017.5201217714364,2019.195793020235,2010.427923509198,2012.6164409952867,219334
2019-05-10,2014.0525160463815,2022.963115270503,2012.7549651051188,2021.4550544302406,136066
2019-05-13,2022.2071539085996,2027.28638344613,2019.67078689457,2026.22899553864,241312
2019-05-14,2032.0677802911841,2037.0665893845992,2011.7345037484438,2015.0690908378597,242635
